HIP,RA,Dec,Vmag,pmRA,pmDE,Plx,RV
21258,68.41035576,-8.25566306,6.63,-9.74,-5.20,5.36,
21264,68.43502935,-5.30966778,6.66,-1.83,-64.29,6.13,
21267,68.44433912,13.25188328,6.62,102.83,-17.76,22.39,35.00
21269,68.45072994,9.41356691,6.01,-7.42,-22.76,5.85,-26.50
21273,68.46215732,14.84442444,4.65,103.54,-26.32,20.61,33.30
21278,68.47803408,-6.73890765,5.71,-3.95,-6.44,3.94,1.70
21281,68.49907315,-55.04497465,3.30,57.75,10.93,19.34,25.60
21287,68.51100120,-28.44964637,6.85,-18.20,-37.89,7.36,
21295,68.53444548,5.56861606,5.67,-13.58,-5.33,6.73,-8.40
21296,68.54845226,-8.23135239,5.20,-22.69,3.59,3.28,-11.11
21297,68.54904299,-8.97025763,5.24,-35.90,-111.02,4.29,-26.90
21298,68.55913890,-6.83780885,6.09,-20.40,-37.30,4.55,-3.50
21300,68.56432170,-73.20877791,6.80,-0.16,57.15,5.46,
21315,68.64573159,-72.73370854,7.00,28.84,50.54,6.78,
21323,68.65829859,28.96115052,5.88,-1.20,-23.20,6.72,12.60
21324,68.65892424,-24.04049971,6.37,15.22,17.14,8.84,
21341,68.68933735,22.69231229,6.78,44.10,-29.50,6.27,14.20
21363,68.75296305,-19.92138406,6.12,102.40,56.84,9.20,74.40
21365,68.75987108,17.20123172,6.73,-6.25,-1.47,4.14,5.70
21369,68.77247022,57.42038166,6.65,53.54,-104.38,17.17,12.00
21377,68.80882550,-9.73637333,6.74,32.40,-12.10,8.41,26.00
21381,68.82399387,-24.53296221,6.69,88.87,0.44,18.12,24.20
21386,68.85080072,85.52702859,6.55,18.10,21.40,26.66,-47.50
21393,68.88766065,-30.56234148,3.81,-49.23,-12.63,15.25,-4.00
21402,68.91358400,10.16078965,4.25,52.70,-51.00,21.68,23.97
21408,68.92733379,19.88179113,6.33,-20.20,-14.20,7.47,-2.00
21410,68.93140248,59.40081909,6.78,0.33,-10.99,3.99,-3.50
21421,68.98016110,16.50930139,0.87,63.45,-188.94,48.94,54.26
21426,69.00228218,55.51208492,6.91,3.02,-55.28,13.91,-21.20
21428,69.00696967,-3.61164120,6.34,0.70,-5.50,3.98,20.00
21444,69.07975664,-3.35245903,3.93,1.53,-5.01,4.83,14.90
21446,69.08172770,11.41250042,6.74,4.60,-2.60,2.44,
21447,69.08635757,61.36233870,6.91,9.00,-0.13,4.35,
21452,69.10082308,64.26160210,5.91,-25.46,-7.27,7.40,-22.60
21459,69.12140608,23.34085483,6.01,108.40,-52.70,21.04,63.10
21468,69.15805991,36.95279070,6.62,2.45,-57.44,7.51,-35.09
21474,69.16967411,15.86932858,6.64,96.06,-22.32,21.90,41.20
21476,69.17262260,41.26480803,4.25,-5.10,-16.30,4.09,9.80
21479,69.18996817,-62.07715439,5.59,-67.00,-73.40,16.02,26.10
21486,69.21221270,-30.71677891,6.28,-14.11,7.11,7.85,14.50
21502,69.27348450,-30.42925074,6.90,-1.84,26.16,2.99,
21515,69.30697237,0.99831413,5.32,-4.04,-5.67,3.83,24.00
21517,69.31157507,18.54303156,6.49,-5.10,-5.70,2.40,-1.20
21525,69.33028177,-41.87294427,6.40,25.26,50.01,8.42,24.20
21547,69.40054960,-2.47354823,5.22,44.13,-64.36,33.98,12.60
21575,69.47640234,7.31762513,7.00,4.87,-0.80,0.76,25.30
21583,69.52449052,46.23365345,6.98,27.10,-22.02,5.83,-1.00
21585,69.53151167,-58.20381086,6.61,-25.84,27.29,5.83,
21588,69.53935407,16.03329069,5.78,90.50,-24.30,21.96,38.40
21589,69.53942698,12.51083801,4.27,102.17,-15.78,21.24,40.30
21594,69.54510028,-14.30401978,3.86,-76.00,-167.20,29.69,41.40
21601,69.56270761,60.88419890,6.64,5.14,-20.45,1.95,14.79
21604,69.56595752,20.68472222,5.85,-13.25,-8.24,9.89,-2.30
21611,69.59052172,-77.65600304,6.05,-7.18,-10.85,6.34,9.30
21619,69.62298103,26.93926354,6.56,41.30,-87.50,15.98,4.00
21634,69.70532120,-62.37853397,6.78,-2.69,30.64,6.46,6.70
21642,69.72220081,42.23996631,6.89,-3.40,-33.60,7.77,3.00
21644,69.72314537,-12.12312125,4.99,-64.10,-18.20,14.02,2.90
21666,69.76792366,-51.67275213,6.45,13.30,17.66,4.67,36.90
21670,69.77565406,7.87097645,5.38,92.90,-3.40,20.34,41.20
21673,69.78840390,15.79984564,5.08,36.70,-69.40,22.18,26.10
21683,69.81875764,15.91797673,4.67,84.80,-19.10,20.97,40.80
21685,69.83212910,-14.35919211,5.46,121.01,-125.41,16.63,58.60
21689,69.84645135,25.21827419,6.21,18.66,-11.10,9.41,17.80
21718,69.94675813,-1.05245905,6.11,22.38,-9.30,4.55,34.10
21727,69.97783327,53.07953529,5.07,-5.60,-16.50,7.72,-40.50
21730,69.99195325,53.47302066,5.36,35.88,-88.79,11.76,20.10
21735,70.01423960,12.19760933,5.45,-0.90,-14.90,7.83,22.00
21743,70.02833922,-24.48236829,5.56,-69.62,17.44,9.31,-18.00
21749,70.04588090,40.78901006,6.58,-68.22,-22.71,13.01,-4.60
21756,70.07398271,-58.94390956,6.53,27.13,173.78,32.68,10.70
21760,70.09451354,29.97222603,6.80,54.40,-40.80,11.47,28.60
21763,70.11046417,-19.67149284,4.32,23.70,-93.10,8.85,-32.90
21770,70.14046881,-41.86375251,4.44,-140.41,-74.81,49.59,0.00
21771,70.14259423,-48.53823829,6.90,5.92,24.70,6.79,
21819,70.33233566,28.61499392,5.73,37.30,-30.50,8.55,25.00
21823,70.35053554,48.30088121,5.66,42.80,-41.60,11.00,23.10
21837,70.42512911,-12.47578556,6.64,-6.85,15.80,5.81,
21843,70.44246865,-47.25978549,6.77,54.41,98.91,13.25,35.20
21847,70.45940195,38.28018222,5.97,241.68,-97.23,31.38,46.70
21861,70.51450254,-37.14429672,5.04,46.55,193.98,34.88,26.80
21869,70.53392482,-37.61346971,6.93,-13.78,10.93,6.59,
21881,70.56125702,22.95692604,4.27,-2.50,-14.60,8.14,12.30
21882,70.56255609,9.63382035,6.76,35.32,-65.02,11.92,26.70
21893,70.59253132,-23.17796856,6.80,-12.61,-10.56,2.57,
21894,70.59404987,-0.92990021,6.73,-19.20,-21.30,5.74,
21914,70.69343174,-50.48133388,5.30,-36.03,34.36,8.71,4.60
21915,70.69835467,38.42662686,6.66,-37.21,-7.13,13.74,-4.00
21928,70.72636135,43.36513795,5.30,39.40,-52.80,13.52,13.20
21942,70.74711083,14.81457207,6.69,-24.75,10.00,6.91,-8.10
21949,70.76651415,-70.93102736,5.53,9.28,34.91,6.64,-0.20
21958,70.78872184,-30.76555689,5.66,-30.26,-66.71,5.08,-3.80
21961,70.80732267,24.08891999,6.18,14.90,-20.13,20.72,12.20
21966,70.82404088,59.52113460,6.51,5.50,-42.20,5.80,10.20
21972,70.83997399,49.97378898,5.86,-5.04,-15.13,4.77,3.40
21986,70.89477018,-8.79431701,5.98,30.50,-28.60,8.04,39.80
21998,70.93446793,-41.06478796,6.24,10.98,10.93,4.41,-4.30
21999,70.93500416,-52.26329308,6.62,53.44,48.94,7.18,
22003,70.95100461,32.86545887,6.49,-39.30,-36.50,16.61,4.70
22006,70.95660096,-48.32696994,6.90,4.90,277.03,23.75,14.00
22013,70.97500317,22.94441037,6.91,0.60,-14.87,8.49,32.00
22024,71.02216938,-8.50357058,5.78,3.96,2.10,0.67,15.10
22028,71.03325764,-18.66658598,5.53,52.51,-17.54,10.66,12.80
22034,71.05424939,40.78645446,6.09,11.66,-24.73,5.33,5.50
22036,71.06372279,-27.57787955,6.76,16.97,-24.50,3.25,
22040,71.08813792,-59.73273311,5.28,29.80,44.00,14.92,0.00
22041,71.08930155,48.17575535,6.78,29.76,-74.46,8.16,51.37
22044,71.10761816,11.14613659,5.39,98.60,-13.50,21.82,41.20
22055,71.14762747,38.25499379,6.74,128.41,2.98,16.29,25.90
22075,71.22942488,52.33967540,6.88,-11.52,-2.81,5.66,-13.20
22081,71.24125480,-63.22971492,6.46,-10.34,-2.80,6.72,15.40
22086,71.26733841,-21.28338279,5.72,16.59,-16.51,4.58,22.00
22093,71.31058981,79.65692466,6.67,-7.99,11.50,6.35,
22109,71.37562968,-3.25465749,4.01,15.94,-14.52,6.25,23.30
22128,71.42694799,23.62799571,6.34,9.60,-16.74,4.75,23.20
22136,71.45694497,-34.00500370,6.85,42.64,16.11,4.92,27.90
22144,71.48104666,-39.35661915,6.04,-57.58,-18.03,10.28,-6.00
22152,71.50239619,76.61104235,6.46,75.49,-135.62,30.94,-5.70
22157,71.50725414,11.70559099,5.35,66.20,-7.50,13.86,44.40
22176,71.57011995,18.73469274,5.99,73.90,-71.50,12.47,44.00
22189,71.60068092,-2.95453230,6.33,17.39,-54.13,10.09,19.60
22190,71.60228014,64.81029706,6.85,33.42,-52.99,4.50,23.00
22192,71.60729076,-28.08744399,6.18,-3.93,17.82,17.80,14.40
22196,71.61216805,42.34856117,6.53,-2.10,67.90,14.91,23.62
22220,71.68532772,40.31259017,5.99,9.05,-37.24,7.53,40.20
22240,71.77859841,-59.13708565,6.80,14.13,12.62,6.76,
22245,71.82468049,5.78822195,6.77,14.00,-18.08,6.65,
22263,71.90121577,-16.93445603,5.49,130.08,169.31,75.32,23.00
22279,71.95640391,53.30108783,6.77,16.20,-77.70,7.90,27.50
22280,71.95657191,-30.02037179,6.35,28.89,92.60,7.59,6.70
22287,72.00113806,56.75718336,5.29,49.70,-149.50,18.95,22.50
22300,72.02927149,55.60261149,6.32,78.29,-95.75,19.10,21.90
22309,72.07948505,29.23572992,6.89,37.02,-60.50,12.46,39.30
22312,72.08138235,67.76329980,7.00,57.29,-81.26,14.56,10.00
22319,72.11522773,2.71533470,6.51,5.35,80.63,20.31,40.90
22325,72.13555403,-16.32948449,5.76,7.53,38.92,23.97,33.50
22329,72.14077636,-43.97997956,6.72,10.92,25.57,4.55,18.40
22336,72.15160693,-5.67404466,5.77,311.27,-249.40,37.85,77.24
22349,72.17558041,18.70943040,6.95,190.26,-384.31,33.58,52.89
22354,72.18593721,3.58852633,6.04,-0.94,-15.92,4.75,-17.74
22358,72.19594664,-60.25893924,6.96,1.91,-1.20,1.96,
22361,72.20980564,75.94121963,5.96,38.10,-133.70,21.25,-6.00
22381,72.26980137,-56.66657822,6.59,-10.66,21.95,2.25,5.60
22391,72.29900267,-34.31183360,6.81,11.17,-27.28,2.95,
22393,72.30352712,31.43737497,5.57,16.36,-103.48,15.19,22.55
22407,72.32948838,32.58819079,5.84,24.69,-32.29,11.94,17.80
22439,72.42601877,-13.76966904,6.27,-120.92,-172.38,29.58,-4.00
22441,72.43367468,15.90422125,6.09,3.50,-6.20,3.00,10.80
22449,72.46004413,6.96127568,3.19,462.90,11.80,123.94,24.90
22453,72.47765965,37.48827484,4.89,-37.36,38.83,6.48,-24.65
22461,72.51505759,8.40784459,6.85,-3.19,-4.00,0.89,28.90
22467,72.52833923,-15.80432895,6.72,3.34,-28.07,4.81,
22476,72.54185016,63.62541395,6.88,16.49,-49.06,7.62,-27.00
22479,72.54840181,-16.21715883,5.03,44.92,51.16,13.83,37.30
22488,72.56742054,-41.32084790,6.06,-3.18,66.33,19.03,23.80
22508,72.65161983,70.94152827,6.36,2.28,-20.71,4.83,7.00
22509,72.65300729,8.90017585,4.35,1.08,-30.05,14.53,24.40
22520,72.68911543,1.14776428,6.66,3.83,-21.65,8.79,
22531,72.73045338,-53.46150774,5.58,-81.40,84.50,26.97,8.60
22534,72.73538906,-53.45969766,6.42,-79.30,82.10,25.95,23.30
22545,72.78885722,48.74068466,5.64,-39.70,-33.20,10.29,29.31
22549,72.80151623,5.60510396,3.68,-2.29,0.85,3.10,23.30
22550,72.80222252,11.06802578,6.79,85.40,-12.00,21.33,41.30
22552,72.80561114,68.16878359,6.54,-3.45,-5.37,1.01,-12.00
22563,72.83654821,-68.06965294,6.81,-59.60,62.80,18.05,28.70
22565,72.84359342,18.83986122,5.08,79.20,-32.00,19.51,39.10
22570,72.86260760,-51.72556060,6.55,-4.04,12.30,1.94,
22573,72.86756778,-34.90628652,5.82,26.10,-22.00,12.17,24.00
22576,72.87267917,35.81513953,6.78,20.67,-119.05,31.60,-55.70
22596,72.93148842,45.83415703,6.94,375.30,-561.80,33.13,28.77
22597,72.93076482,9.97507788,6.11,2.73,-7.57,5.35,11.60
22607,72.95828453,13.65515521,6.30,89.50,-16.80,24.56,39.20
22611,72.97600642,-34.23865868,6.68,75.05,8.75,16.85,
22616,72.98826128,9.87270235,6.82,22.24,-29.41,20.08,50.00
22626,73.02174730,63.50542084,5.47,38.21,-94.12,6.54,-37.02
22633,73.04395361,31.16416934,6.71,-18.73,-105.12,15.46,-10.70
22647,73.08485163,36.64198122,6.80,38.56,-36.27,7.65,-37.77
22650,73.08963672,45.93991104,6.69,51.12,-54.23,14.43,20.10
22667,73.13317557,14.25064185,4.71,0.33,-54.73,5.01,-8.40
22678,73.15825132,36.70318691,4.79,-25.55,-5.17,5.42,-17.24
22697,73.19632090,27.89748524,5.97,45.08,-35.45,9.40,38.00
22699,73.19898630,42.58662618,5.68,-10.48,0.45,7.20,-1.10
22701,73.22362423,-5.45269507,4.36,-17.88,25.51,13.88,-8.30
22717,73.27352101,-72.40768007,6.28,-46.12,271.12,30.82,26.80
22720,73.29075683,52.84115502,6.40,-15.41,-12.12,7.28,-12.60
22724,73.32049097,-38.14424448,6.95,28.04,14.16,4.90,
22730,73.34488587,2.50822505,5.33,29.67,-16.40,5.52,12.82
22737,73.37706785,-66.67541357,6.43,2.90,7.60,2.73,-24.60
22743,73.39209155,23.31566328,6.55,0.00,3.90,7.97,2.64
22744,73.39484280,36.80581623,6.69,1.62,-26.50,6.44,-11.00
22754,73.41558170,61.48171951,6.64,24.16,-44.20,5.34,
22774,73.48252623,1.56936905,6.61,5.20,-7.45,4.96,21.00
22783,73.51254722,66.34267806,4.26,-0.13,6.89,0.52,13.00
22786,73.51710023,-38.16286713,6.75,-11.49,7.38,4.99,
22797,73.56290198,2.44067205,3.71,0.55,0.61,2.43,24.20
22812,73.61656363,-3.22591738,6.52,27.70,-1.30,8.03,21.70
22833,73.69540365,11.42600649,5.18,-15.90,17.90,14.29,1.00
22834,73.69908791,7.77909728,5.33,-20.63,-27.88,6.77,-6.53
22840,73.71128430,0.46716657,5.98,1.38,-4.23,4.50,15.00
22842,73.71350825,44.06086142,6.06,23.24,-55.43,10.46,5.50
22844,73.72098620,-58.54765194,6.11,101.60,68.04,32.89,22.00
22845,73.72386617,10.15083310,4.64,41.42,-128.74,28.04,11.10
22847,73.72838929,-39.62860730,6.11,-6.00,22.06,2.65,28.40
22848,73.73490021,8.59999679,6.86,-13.90,-8.40,6.89,
22850,73.74317409,19.48538815,6.36,62.95,-28.82,15.54,35.00
22854,73.76302196,55.25910865,5.52,-16.96,-8.65,5.26,2.40
22860,73.77843208,-16.74066998,5.71,5.49,-8.25,6.89,9.80
22871,73.79667354,-74.93685192,5.47,28.24,61.56,4.88,25.80
22881,73.82770524,-16.41776658,5.71,10.60,43.80,11.72,39.08
22897,73.87575389,-25.72775813,6.71,15.05,22.30,10.88,24.90
22913,73.95897214,15.04027834,5.79,-3.47,-11.38,8.97,13.40
22923,73.99312904,5.39902417,6.50,-19.06,-13.82,7.63,21.60
22926,74.00429011,1.62519039,6.88,3.30,37.70,12.11,
22936,74.02947644,52.86976107,5.75,-3.64,17.30,7.71,-15.10
22938,74.03737436,7.90469591,6.42,-90.04,-44.11,16.69,-23.10
22949,74.06490675,24.59221842,6.33,-23.10,-14.20,23.42,-9.00
22955,74.08369558,36.16853712,6.10,-0.96,-4.34,0.44,-5.00
22957,74.09281008,13.51446582,4.06,-74.89,-44.34,17.54,1.64
22958,74.10077468,-5.17135630,5.50,-2.50,-1.00,4.40,24.00
22994,74.20615496,55.82411455,6.65,-9.24,-24.29,3.73,-2.63
23011,74.24475052,-8.45888208,6.89,19.94,2.69,6.47,27.90
23015,74.24841152,33.16609031,2.69,2.80,-18.60,6.61,17.78
23020,74.26045124,49.92207324,6.95,54.19,-120.54,16.50,
23029,74.28114284,-58.06963628,6.81,-0.81,96.63,9.78,3.40
23033,74.28981049,59.12031055,6.55,-4.24,-22.44,3.42,8.72
23037,74.31425235,61.75311689,6.76,5.40,0.00,4.10,-21.40
23040,74.32165240,53.75210119,4.43,-19.20,9.90,8.77,-9.50
23041,74.32162959,-1.06725769,6.25,-36.26,-27.09,11.85,11.70
23043,74.34308584,17.15367690,5.51,-11.00,-8.30,6.84,32.92
23047,74.38162253,65.27829075,6.72,17.47,-35.61,6.28,
23060,74.43618753,-14.23191997,6.15,-0.13,-11.24,2.40,11.40
23068,74.45269677,23.94856215,5.79,2.50,-12.00,7.16,5.50
23081,74.50825008,-58.20824674,6.87,-4.70,-4.42,3.13,5.50
23088,74.53913863,25.05040555,5.79,26.10,-47.00,11.47,17.30
23090,74.54350068,-16.78018215,6.67,8.49,8.00,7.77,
23092,74.54546635,-2.21273764,6.34,12.40,12.88,7.50,37.00
23116,74.60916670,-3.73288604,6.97,71.20,41.50,19.67,42.60
23117,74.61864913,37.32903667,6.74,28.94,-49.73,17.01,
23123,74.63709138,1.71401579,4.47,-1.38,-7.68,3.45,15.36
23148,74.71235207,-82.47051254,5.84,-4.43,3.80,8.84,-5.00
23161,74.74754448,14.54324012,6.14,5.80,-3.50,2.86,6.40
23166,74.75568295,-16.37602687,5.65,-132.30,135.50,24.71,31.80
23179,74.81420672,37.89024467,4.93,46.34,-97.83,19.13,7.70
23183,74.83004505,-32.23918302,6.70,28.77,30.89,8.02,
23196,74.87358197,-49.45810498,6.99,20.50,-2.10,6.64,14.00
23213,74.92818159,41.87320034,6.66,-30.00,14.90,10.89,-8.32
23214,74.93468013,15.91673414,6.75,86.70,-30.60,24.50,42.40
23216,74.94303516,53.15545092,6.09,-14.01,-11.67,5.67,-0.59
23221,74.96021841,-10.26332504,5.39,20.98,-135.65,18.53,-15.75
23228,74.97396081,27.32560390,6.95,17.57,-21.47,7.23,
23231,74.98223836,-12.53741569,4.78,39.68,-87.04,11.24,-8.90
23251,75.05514481,-78.30000917,6.29,-18.00,-0.40,3.65,-2.50
23261,75.07641266,39.39470095,5.95,-7.20,0.10,16.74,6.00
23265,75.08633624,81.19408784,5.09,1.22,27.88,8.49,-8.25
23268,75.09673067,39.65465296,6.46,1.52,-1.96,2.97,-23.90
23286,75.14081259,14.38380981,6.75,40.11,52.85,26.48,-18.00
23287,75.14138901,3.61574880,6.65,10.50,-18.20,29.28,42.00
23296,75.16586704,-2.06603234,6.31,-12.28,-2.16,20.16,24.32
23303,75.17759818,10.91342810,6.80,1.05,-8.72,7.88,
23310,75.19688497,4.56763806,6.69,86.32,-36.43,9.00,76.70
23311,75.20416706,-5.75367544,6.22,550.18,-1109.34,114.84,21.28
23335,75.28935141,-74.34084530,6.90,13.40,11.80,3.66,
23362,75.35658602,-20.05191838,4.91,36.45,-16.42,16.48,24.20
23363,75.35689952,-0.69690717,6.76,10.41,-24.70,5.18,
23364,75.35976995,-7.17396548,4.80,1.54,6.27,4.41,20.70
23377,75.39384524,-39.71804567,6.02,-4.46,32.95,8.94,6.00
23380,75.40018104,61.07799645,6.03,16.40,-179.38,28.09,11.30
23395,75.43448277,26.67116779,6.79,-5.40,27.20,24.63,-6.80
23405,75.44842116,-10.93385780,6.76,-5.83,13.35,6.56,
23408,75.45980428,0.72211174,5.91,5.10,-22.82,6.89,20.90
23416,75.49222568,43.82330836,3.03,0.18,-2.31,1.60,-10.40
23419,75.50009956,1.60886500,6.45,-2.50,7.20,6.42,24.90
23422,75.50406886,-5.50104490,6.64,17.45,-33.08,11.31,22.50
23430,75.54092425,-26.27502946,5.01,86.11,-76.04,13.99,27.40
23442,75.58255646,74.26936765,6.05,11.80,40.61,4.79,-55.24
23446,75.59501962,-31.77133289,5.92,-6.16,84.83,10.47,29.00
23453,75.61952888,41.07583744,3.69,9.40,-23.10,4.15,11.32
23457,75.63114079,7.42403124,6.86,-23.13,-17.32,7.43,
23467,75.67916017,-71.31430012,5.30,-4.27,10.26,4.11,-11.40
23474,75.68743051,-22.79505224,5.74,59.20,14.30,6.97,33.00
23475,75.68914486,-4.21012059,5.86,41.42,1.30,10.88,38.30
23482,75.70285908,-49.15140722,5.37,-43.65,27.40,38.35,21.40
23484,75.71016326,66.82297419,6.20,66.92,-335.36,36.02,15.89
23493,75.75816482,-8.66315172,6.86,-23.70,-6.10,5.31,
23495,75.75868749,-42.49791249,6.95,5.59,-17.77,3.01,
23497,75.77394720,21.58996241,4.62,68.58,-41.09,18.88,38.30
23511,75.82765301,41.44164613,6.11,0.00,-5.10,1.64,-0.70
23522,75.85454190,60.44224552,4.03,-4.70,-15.30,3.74,-1.90
23539,75.92855627,-2.53998406,6.73,33.70,7.80,4.91,
23551,75.96718547,-14.37023055,6.42,1.67,2.96,1.76,16.00
23554,75.97196597,-24.38815073,5.61,26.23,-38.68,17.19,7.00
23555,75.97480408,-41.74495040,6.30,22.30,158.56,31.50,30.40
23560,75.98579228,-14.55619700,6.71,38.59,0.15,4.46,
23582,76.05332155,73.76388719,6.21,13.36,-18.08,2.11,22.20
23583,76.06068848,30.49458778,6.14,11.15,-15.00,5.53,15.55
23585,76.06745751,45.77934993,6.51,19.37,-63.20,16.32,19.40
23586,76.07498603,-6.03129808,6.93,-0.59,6.68,5.13,
23589,76.08995490,21.27793057,6.20,15.64,-25.57,6.73,48.33
23595,76.10167557,-35.48297839,4.55,126.23,-43.63,17.99,9.70
23596,76.10898740,-35.70510912,6.32,26.80,42.20,10.17,6.40
23607,76.14228959,15.40410527,4.65,17.90,-31.16,8.93,16.80
23611,76.15381377,32.32027068,6.59,-7.38,-69.07,10.28,-8.00
23614,76.15818722,27.69602435,6.62,27.79,-39.32,9.82,22.00
23617,76.16528316,74.06695506,6.10,8.90,-17.10,5.84,-4.00
23621,76.17418573,14.85903000,6.78,2.26,-30.48,11.04,
23643,76.22719442,-3.03967474,6.04,1.13,-1.94,2.80,28.70
23649,76.24172658,-49.57783750,5.05,68.91,-2.23,7.35,36.00
23653,76.25252478,-54.40740089,6.26,0.09,5.63,3.95,105.50
23668,76.31748300,-26.15239077,5.71,10.21,-62.41,13.12,-2.60
23680,76.34881935,1.17762655,6.10,7.50,-1.40,2.65,16.50
23684,76.36369727,46.91637857,6.60,-8.50,-2.80,3.68,
23685,76.36526770,-22.37103258,3.19,21.20,-73.07,15.29,1.00
23693,76.37773246,-57.47270388,4.71,-31.02,117.27,85.87,-1.30
23695,76.38375035,19.80672321,6.48,-10.30,-13.80,7.26,-16.70
23699,76.40715313,23.06104963,6.69,-0.80,-4.30,3.12,4.00
23712,76.47255621,26.42993270,6.60,-0.22,-10.35,4.34,18.30
23724,76.50382388,35.93638813,6.49,-11.30,-8.90,9.47,14.00
23730,76.52521376,68.97257423,6.68,-10.75,-17.71,11.92,-13.90
23734,76.53521982,58.97237221,5.22,-7.31,-7.85,4.76,-11.00
23737,76.53872947,-73.03767280,6.26,17.63,62.62,7.41,8.00
23743,76.55057203,59.02133980,6.08,-2.50,-24.50,4.57,-1.92
23766,76.62377867,61.16975617,6.00,38.60,-80.30,6.95,-45.20
23767,76.62871992,41.23447447,3.18,31.45,-67.87,13.40,7.30
23777,76.65309852,-13.12262246,6.04,19.92,14.46,8.80,40.00
23783,76.66929484,51.59772034,4.98,-29.90,-174.70,38.04,-0.90
23794,76.69021954,-4.65516319,5.12,10.70,-0.78,10.56,32.60
23799,76.70648094,43.17470463,6.20,-4.68,-1.75,4.20,-14.00
23818,76.79063932,-19.39186841,6.47,-38.20,274.90,26.44,89.80
23824,76.82762505,-83.85989948,6.80,48.00,142.10,20.81,22.00
23831,76.85401374,-12.49126950,5.97,135.84,-107.22,27.25,53.10
23833,76.85803118,-44.82169061,6.91,3.30,14.50,3.38,19.70
23834,76.85945676,-8.65315139,7.00,-8.30,4.37,3.40,
23835,76.86252530,18.64505209,4.91,537.40,19.30,64.79,20.62
23840,76.89178129,-63.39967892,5.19,13.38,-43.89,5.77,19.30
23852,76.90963784,9.47177996,6.15,-3.63,-381.62,36.14,-22.29
23865,76.94244173,55.75916310,6.92,26.17,-11.89,5.60,10.00
23871,76.95165826,20.41837870,5.28,-45.76,-31.18,17.21,-1.70
23874,76.95753221,-12.59265763,6.33,-21.78,-88.77,3.89,-32.42
23875,76.96243797,-5.08644618,2.78,-82.82,-75.39,36.50,-6.00
23879,76.97039079,8.49842889,5.33,21.70,-61.40,16.84,10.70
23883,76.98098305,21.70482079,5.84,2.00,-6.10,3.02,16.40
23896,77.02076511,7.89840306,6.66,-26.60,-143.40,8.79,-15.45
23900,77.02759748,24.26517479,5.50,0.96,-5.15,2.18,10.40
23908,77.05523928,-15.09535382,6.38,-1.81,2.65,4.79,
23910,77.06140311,-35.71828316,6.51,-0.72,1.50,6.71,-5.30
23916,77.08412539,-8.66532440,5.80,2.80,-21.50,4.79,27.00
23926,77.12460950,-41.21368075,6.75,-72.70,289.30,18.69,44.36
23933,77.14723967,28.27345283,6.96,-1.38,-2.77,1.35,
23941,77.18208035,-4.45620729,5.11,56.00,16.38,39.28,10.00
23949,77.21013601,19.85986033,6.51,7.29,-13.80,7.25,6.50
23957,77.23397149,3.21872413,6.51,-5.40,-26.40,5.45,
23964,77.26828752,49.12189933,6.64,-16.70,1.30,8.75,4.00
23972,77.28659571,-8.75408096,4.25,0.26,-1.99,4.02,2.00
23983,77.33184125,9.82957855,5.43,63.80,-7.00,18.28,44.44
23995,77.37396058,-2.13501849,6.59,8.72,9.85,7.67,35.10
24002,77.40181862,38.68553261,6.91,9.91,2.13,6.19,2.00
24003,77.40299706,69.63940123,6.43,60.31,-62.61,8.29,-7.02
24009,77.41749814,62.47970887,6.63,-16.86,-50.84,12.05,-2.50
24010,77.42481287,15.59723234,4.81,3.00,-14.20,10.24,29.70
24016,77.43204972,29.79862556,6.67,66.30,-0.10,18.88,-1.40
24017,77.43544492,64.91949060,6.37,-17.05,-182.50,25.11,2.60
24019,77.43788444,28.03046113,5.93,59.60,-55.40,18.28,43.32
24038,77.51007654,-40.55946538,6.89,10.64,22.28,2.85,
24041,77.51359032,-0.56532270,6.11,3.18,-50.90,10.03,25.07
24046,77.51612727,27.55650679,6.97,197.90,-87.50,24.98,15.10
24059,77.54336391,13.54836935,6.69,-64.30,-41.57,15.47,-0.10
24072,77.57836259,37.30185375,6.02,-3.50,-8.90,2.06,8.60
24100,77.64572867,30.79753961,6.71,-0.30,-3.48,0.69,3.92
24108,77.67790379,63.59721204,6.74,32.70,-80.83,11.61,14.21
24109,77.67883284,46.96206999,5.67,58.16,-150.03,20.54,36.60
24114,77.68579984,-25.91046263,6.40,-1.83,26.31,4.31,41.70
24130,77.74177007,-2.25411400,6.24,85.81,-151.05,21.37,68.80
24162,77.82990325,-2.49078242,5.89,81.48,1.39,26.58,33.90
24169,77.84529701,-11.84908878,5.60,32.15,56.58,6.71,46.10
24172,77.86478888,30.80532915,6.62,-12.99,-3.86,5.29,-16.76
24189,77.89932315,-37.39528113,6.57,-7.40,6.80,2.44,1.00
24193,77.90964516,29.90358010,6.42,6.06,-22.99,3.11,10.64
24196,77.92229222,0.51457400,6.68,4.80,-0.40,2.54,20.10
24197,77.92318143,16.04567302,5.18,4.50,6.22,9.50,-7.18
24203,77.93896231,1.03702762,5.88,-1.20,-17.00,5.12,-14.20
24205,77.94353750,4.40353949,7.00,179.90,-138.29,35.25,5.74
24239,78.06237206,40.10156206,6.97,3.20,-4.93,0.46,2.30
24244,78.07459272,-11.86921875,4.45,28.00,-26.80,14.07,23.50
24252,78.08961530,26.45461357,6.78,-73.92,-147.45,6.52,-8.00
