date,phase_angle,sym_offset_from_full,hexagram,tiangan,visibility,is_pivot,cycle_half
0720-01-01,142.14,-37.86,,,evening,False,upper
0720-01-02,154.33,-25.67,,,evening,False,upper
0720-01-03,166.52,-13.48,乾,甲,evening,True,upper
0720-01-04,178.71,-1.29,乾,甲,both,True,upper
0720-01-05,190.9,10.9,乾,甲,morning,True,lower
0720-01-06,203.09,23.09,,,morning,False,lower
0720-01-07,215.28,35.28,巽,辛,morning,False,lower
0720-01-08,227.47,47.47,巽,辛,morning,False,lower
0720-01-09,239.66,59.66,巽,辛,morning,False,lower
0720-01-10,251.85,71.85,,,morning,False,lower
0720-01-11,264.04,84.04,艮,丙,morning,False,lower
0720-01-12,276.24,96.24,艮,丙,morning,False,lower
0720-01-13,288.43,108.43,,,morning,False,lower
0720-01-14,300.62,120.62,,,morning,False,lower
0720-01-15,312.81,132.81,,,morning,False,lower
0720-01-16,325.0,145.0,坤,乙,morning,False,lower
0720-01-17,337.19,157.19,坤,乙,morning,False,lower
0720-01-18,349.38,169.38,,,morning,True,lower
0720-01-19,1.57,-178.43,,,none,True,upper
0720-01-20,13.76,-166.24,,,evening,True,upper
0720-01-21,25.95,-154.05,震,庚,evening,False,upper
0720-01-22,38.14,-141.86,震,庚,evening,False,upper
0720-01-23,50.33,-129.67,,,evening,False,upper
0720-01-24,62.52,-117.48,,,evening,False,upper
0720-01-25,74.72,-105.28,,,evening,False,upper
0720-01-26,86.91,-93.09,兑,丁,evening,False,upper
0720-01-27,99.1,-80.9,兑,丁,evening,False,upper
0720-01-28,111.29,-68.71,,,evening,False,upper
0720-01-29,123.48,-56.52,,,evening,False,upper
0720-01-30,135.67,-44.33,,,evening,False,upper
0720-01-31,147.86,-32.14,,,evening,False,upper
0720-02-01,160.05,-19.95,,,evening,False,upper
0720-02-02,172.24,-7.76,乾,甲,both,True,upper
0720-02-03,184.43,4.43,乾,甲,both,True,lower
0720-02-04,196.62,16.62,,,morning,False,lower
0720-02-05,208.81,28.81,,,morning,False,lower
0720-02-06,221.0,41.0,巽,辛,morning,False,lower
0720-02-07,233.19,53.19,巽,辛,morning,False,lower
0720-02-08,245.39,65.39,,,morning,False,lower
0720-02-09,257.58,77.58,艮,丙,morning,False,lower
0720-02-10,269.77,89.77,艮,丙,morning,False,lower
0720-02-11,281.96,101.96,艮,丙,morning,False,lower
0720-02-12,294.15,114.15,,,morning,False,lower
0720-02-13,306.34,126.34,,,morning,False,lower
0720-02-14,318.53,138.53,坤,乙,morning,False,lower
0720-02-15,330.72,150.72,坤,乙,morning,False,lower
0720-02-16,342.91,162.91,坤,乙,morning,False,lower
0720-02-17,355.1,175.1,,,none,True,lower
0720-02-18,7.29,-172.71,,,none,True,upper
0720-02-19,19.48,-160.52,震,庚,evening,False,upper
0720-02-20,31.67,-148.33,震,庚,evening,False,upper
0720-02-21,43.87,-136.13,震,庚,evening,False,upper
0720-02-22,56.06,-123.94,,,evening,False,upper
0720-02-23,68.25,-111.75,,,evening,False,upper
0720-02-24,80.44,-99.56,兑,丁,evening,False,upper
0720-02-25,92.63,-87.37,兑,丁,evening,False,upper
0720-02-26,104.82,-75.18,兑,丁,evening,False,upper
0720-02-27,117.01,-62.99,,,evening,False,upper
0720-02-28,129.2,-50.8,,,evening,False,upper
0720-02-29,141.39,-38.61,,,evening,False,upper
0720-03-01,153.58,-26.42,,,evening,False,upper
0720-03-02,165.77,-14.23,乾,甲,evening,True,upper
0720-03-03,177.96,-2.04,乾,甲,both,True,upper
0720-03-04,190.15,10.15,乾,甲,morning,True,lower
0720-03-05,202.35,22.35,,,morning,False,lower
0720-03-06,214.54,34.54,,,morning,False,lower
0720-03-07,226.73,46.73,巽,辛,morning,False,lower
0720-03-08,238.92,58.92,巽,辛,morning,False,lower
0720-03-09,251.11,71.11,,,morning,False,lower
0720-03-10,263.3,83.3,艮,丙,morning,False,lower
0720-03-11,275.49,95.49,艮,丙,morning,False,lower
0720-03-12,287.68,107.68,,,morning,False,lower
0720-03-13,299.87,119.87,,,morning,False,lower
0720-03-14,312.06,132.06,,,morning,False,lower
0720-03-15,324.25,144.25,坤,乙,morning,False,lower
0720-03-16,336.44,156.44,坤,乙,morning,False,lower
0720-03-17,348.63,168.63,,,morning,True,lower
0720-03-18,0.82,-179.18,,,none,True,upper
0720-03-19,13.02,-166.98,,,evening,True,upper
0720-03-20,25.21,-154.79,震,庚,evening,False,upper
0720-03-21,37.4,-142.6,震,庚,evening,False,upper
0720-03-22,49.59,-130.41,,,evening,False,upper
0720-03-23,61.78,-118.22,,,evening,False,upper
0720-03-24,73.97,-106.03,,,evening,False,upper
0720-03-25,86.16,-93.84,兑,丁,evening,False,upper
0720-03-26,98.35,-81.65,兑,丁,evening,False,upper
0720-03-27,110.54,-69.46,,,evening,False,upper
0720-03-28,122.73,-57.27,,,evening,False,upper
0720-03-29,134.92,-45.08,,,evening,False,upper
0720-03-30,147.11,-32.89,,,evening,False,upper
0720-03-31,159.3,-20.7,,,evening,False,upper
0720-04-01,171.5,-8.5,乾,甲,both,True,upper
0720-04-02,183.69,3.69,乾,甲,both,True,lower
0720-04-03,195.88,15.88,,,morning,False,lower
0720-04-04,208.07,28.07,,,morning,False,lower
0720-04-05,220.26,40.26,巽,辛,morning,False,lower
0720-04-06,232.45,52.45,巽,辛,morning,False,lower
0720-04-07,244.64,64.64,巽,辛,morning,False,lower
0720-04-08,256.83,76.83,艮,丙,morning,False,lower
0720-04-09,269.02,89.02,艮,丙,morning,False,lower
0720-04-10,281.21,101.21,艮,丙,morning,False,lower
0720-04-11,293.4,113.4,,,morning,False,lower
0720-04-12,305.59,125.59,,,morning,False,lower
0720-04-13,317.78,137.78,坤,乙,morning,False,lower
0720-04-14,329.98,149.98,坤,乙,morning,False,lower
0720-04-15,342.17,162.17,坤,乙,morning,False,lower
0720-04-16,354.36,174.36,,,none,True,lower
0720-04-17,6.55,-173.45,,,none,True,upper
0720-04-18,18.74,-161.26,震,庚,evening,False,upper
0720-04-19,30.93,-149.07,震,庚,evening,False,upper
0720-04-20,43.12,-136.88,震,庚,evening,False,upper
0720-04-21,55.31,-124.69,,,evening,False,upper
0720-04-22,67.5,-112.5,,,evening,False,upper
0720-04-23,79.69,-100.31,兑,丁,evening,False,upper
0720-04-24,91.88,-88.12,兑,丁,evening,False,upper
0720-04-25,104.07,-75.93,兑,丁,evening,False,upper
0720-04-26,116.26,-63.74,,,evening,False,upper
0720-04-27,128.45,-51.55,,,evening,False,upper
0720-04-28,140.65,-39.35,,,evening,False,upper
0720-04-29,152.84,-27.16,,,evening,False,upper
0720-04-30,165.03,-14.97,乾,甲,evening,True,upper
0720-05-01,177.22,-2.78,乾,甲,both,True,upper
0720-05-02,189.41,9.41,乾,甲,both,True,lower
0720-05-03,201.6,21.6,,,morning,False,lower
0720-05-04,213.79,33.79,,,morning,False,lower
0720-05-05,225.98,45.98,巽,辛,morning,False,lower
0720-05-06,238.17,58.17,巽,辛,morning,False,lower
0720-05-07,250.36,70.36,,,morning,False,lower
0720-05-08,262.55,82.55,艮,丙,morning,False,lower
0720-05-09,274.74,94.74,艮,丙,morning,False,lower
0720-05-10,286.93,106.93,,,morning,False,lower
0720-05-11,299.13,119.13,,,morning,False,lower
0720-05-12,311.32,131.32,,,morning,False,lower
0720-05-13,323.51,143.51,坤,乙,morning,False,lower
0720-05-14,335.7,155.7,坤,乙,morning,False,lower
0720-05-15,347.89,167.89,,,morning,True,lower
0720-05-16,0.08,-179.92,,,none,True,upper
0720-05-17,12.27,-167.73,,,evening,True,upper
0720-05-18,24.46,-155.54,震,庚,evening,False,upper
0720-05-19,36.65,-143.35,震,庚,evening,False,upper
0720-05-20,48.84,-131.16,,,evening,False,upper
0720-05-21,61.03,-118.97,,,evening,False,upper
0720-05-22,73.22,-106.78,,,evening,False,upper
0720-05-23,85.41,-94.59,兑,丁,evening,False,upper
0720-05-24,97.61,-82.39,兑,丁,evening,False,upper
0720-05-25,109.8,-70.2,,,evening,False,upper
0720-05-26,121.99,-58.01,,,evening,False,upper
0720-05-27,134.18,-45.82,,,evening,False,upper
0720-05-28,146.37,-33.63,,,evening,False,upper
0720-05-29,158.56,-21.44,,,evening,False,upper
0720-05-30,170.75,-9.25,乾,甲,both,True,upper
0720-05-31,182.94,2.94,乾,甲,both,True,lower
0720-06-01,195.13,15.13,,,morning,False,lower
0720-06-02,207.32,27.32,,,morning,False,lower
0720-06-03,219.51,39.51,巽,辛,morning,False,lower
0720-06-04,231.7,51.7,巽,辛,morning,False,lower
0720-06-05,243.89,63.89,巽,辛,morning,False,lower
0720-06-06,256.08,76.08,艮,丙,morning,False,lower
0720-06-07,268.28,88.28,艮,丙,morning,False,lower
0720-06-08,280.47,100.47,艮,丙,morning,False,lower
0720-06-09,292.66,112.66,,,morning,False,lower
0720-06-10,304.85,124.85,,,morning,False,lower
0720-06-11,317.04,137.04,坤,乙,morning,False,lower
0720-06-12,329.23,149.23,坤,乙,morning,False,lower
0720-06-13,341.42,161.42,坤,乙,morning,False,lower
0720-06-14,353.61,173.61,,,none,True,lower
0720-06-15,5.8,-174.2,,,none,True,upper
0720-06-16,17.99,-162.01,震,庚,evening,False,upper
0720-06-17,30.18,-149.82,震,庚,evening,False,upper
0720-06-18,42.37,-137.63,震,庚,evening,False,upper
0720-06-19,54.56,-125.44,,,evening,False,upper
0720-06-20,66.76,-113.24,,,evening,False,upper
0720-06-21,78.95,-101.05,兑,丁,evening,False,upper
0720-06-22,91.14,-88.86,兑,丁,evening,False,upper
0720-06-23,103.33,-76.67,兑,丁,evening,False,upper
0720-06-24,115.52,-64.48,,,evening,False,upper
0720-06-25,127.71,-52.29,,,evening,False,upper
0720-06-26,139.9,-40.1,,,evening,False,upper
0720-06-27,152.09,-27.91,,,evening,False,upper
0720-06-28,164.28,-15.72,,,evening,False,upper
0720-06-29,176.47,-3.53,乾,甲,both,True,upper
0720-06-30,188.66,8.66,乾,甲,both,True,lower
0720-07-01,200.85,20.85,,,morning,False,lower
0720-07-02,213.04,33.04,,,morning,False,lower
0720-07-03,225.24,45.24,巽,辛,morning,False,lower
0720-07-04,237.43,57.43,巽,辛,morning,False,lower
0720-07-05,249.62,69.62,,,morning,False,lower
0720-07-06,261.81,81.81,艮,丙,morning,False,lower
0720-07-07,274.0,94.0,艮,丙,morning,False,lower
0720-07-08,286.19,106.19,,,morning,False,lower
0720-07-09,298.38,118.38,,,morning,False,lower
0720-07-10,310.57,130.57,,,morning,False,lower
0720-07-11,322.76,142.76,坤,乙,morning,False,lower
0720-07-12,334.95,154.95,坤,乙,morning,False,lower
0720-07-13,347.14,167.14,,,morning,True,lower
0720-07-14,359.33,179.33,,,none,True,lower
0720-07-15,11.52,-168.48,,,evening,True,upper
0720-07-16,23.71,-156.29,震,庚,evening,False,upper
0720-07-17,35.91,-144.09,震,庚,evening,False,upper
0720-07-18,48.1,-131.9,,,evening,False,upper
0720-07-19,60.29,-119.71,,,evening,False,upper
0720-07-20,72.48,-107.52,,,evening,False,upper
0720-07-21,84.67,-95.33,兑,丁,evening,False,upper
0720-07-22,96.86,-83.14,兑,丁,evening,False,upper
0720-07-23,109.05,-70.95,,,evening,False,upper
0720-07-24,121.24,-58.76,,,evening,False,upper
0720-07-25,133.43,-46.57,,,evening,False,upper
0720-07-26,145.62,-34.38,,,evening,False,upper
0720-07-27,157.81,-22.19,,,evening,False,upper
0720-07-28,170.0,-10.0,乾,甲,both,True,upper
0720-07-29,182.19,2.19,乾,甲,both,True,lower
0720-07-30,194.39,14.39,乾,甲,morning,True,lower
0720-07-31,206.58,26.58,,,morning,False,lower
0720-08-01,218.77,38.77,巽,辛,morning,False,lower
0720-08-02,230.96,50.96,巽,辛,morning,False,lower
0720-08-03,243.15,63.15,巽,辛,morning,False,lower
0720-08-04,255.34,75.34,艮,丙,morning,False,lower
0720-08-05,267.53,87.53,艮,丙,morning,False,lower
0720-08-06,279.72,99.72,艮,丙,morning,False,lower
0720-08-07,291.91,111.91,,,morning,False,lower
0720-08-08,304.1,124.1,,,morning,False,lower
0720-08-09,316.29,136.29,坤,乙,morning,False,lower
0720-08-10,328.48,148.48,坤,乙,morning,False,lower
0720-08-11,340.67,160.67,坤,乙,morning,False,lower
0720-08-12,352.87,172.87,,,none,True,lower
0720-08-13,5.06,-174.94,,,none,True,upper
0720-08-14,17.25,-162.75,震,庚,evening,False,upper
0720-08-15,29.44,-150.56,震,庚,evening,False,upper
0720-08-16,41.63,-138.37,震,庚,evening,False,upper
0720-08-17,53.82,-126.18,,,evening,False,upper
0720-08-18,66.01,-113.99,,,evening,False,upper
0720-08-19,78.2,-101.8,兑,丁,evening,False,upper
0720-08-20,90.39,-89.61,兑,丁,evening,False,upper
0720-08-21,102.58,-77.42,兑,丁,evening,False,upper
0720-08-22,114.77,-65.23,,,evening,False,upper
0720-08-23,126.96,-53.04,,,evening,False,upper
0720-08-24,139.15,-40.85,,,evening,False,upper
0720-08-25,151.34,-28.66,,,evening,False,upper
0720-08-26,163.54,-16.46,,,evening,False,upper
0720-08-27,175.73,-4.27,乾,甲,both,True,upper
0720-08-28,187.92,7.92,乾,甲,both,True,lower
0720-08-29,200.11,20.11,,,morning,False,lower
0720-08-30,212.3,32.3,,,morning,False,lower
0720-08-31,224.49,44.49,巽,辛,morning,False,lower
0720-09-01,236.68,56.68,巽,辛,morning,False,lower
0720-09-02,248.87,68.87,,,morning,False,lower
0720-09-03,261.06,81.06,艮,丙,morning,False,lower
0720-09-04,273.25,93.25,艮,丙,morning,False,lower
0720-09-05,285.44,105.44,,,morning,False,lower
0720-09-06,297.63,117.63,,,morning,False,lower
0720-09-07,309.82,129.82,,,morning,False,lower
0720-09-08,322.02,142.02,坤,乙,morning,False,lower
0720-09-09,334.21,154.21,坤,乙,morning,False,lower
0720-09-10,346.4,166.4,,,morning,True,lower
0720-09-11,358.59,178.59,,,none,True,lower
0720-09-12,10.78,-169.22,,,evening,True,upper
0720-09-13,22.97,-157.03,震,庚,evening,False,upper
0720-09-14,35.16,-144.84,震,庚,evening,False,upper
0720-09-15,47.35,-132.65,,,evening,False,upper
0720-09-16,59.54,-120.46,,,evening,False,upper
0720-09-17,71.73,-108.27,,,evening,False,upper
0720-09-18,83.92,-96.08,兑,丁,evening,False,upper
0720-09-19,96.11,-83.89,兑,丁,evening,False,upper
0720-09-20,108.3,-71.7,,,evening,False,upper
0720-09-21,120.5,-59.5,,,evening,False,upper
0720-09-22,132.69,-47.31,,,evening,False,upper
0720-09-23,144.88,-35.12,,,evening,False,upper
0720-09-24,157.07,-22.93,,,evening,False,upper
0720-09-25,169.26,-10.74,乾,甲,evening,True,upper
0720-09-26,181.45,1.45,乾,甲,both,True,lower
0720-09-27,193.64,13.64,乾,甲,morning,True,lower
0720-09-28,205.83,25.83,,,morning,False,lower
0720-09-29,218.02,38.02,巽,辛,morning,False,lower
0720-09-30,230.21,50.21,巽,辛,morning,False,lower
0720-10-01,242.4,62.4,巽,辛,morning,False,lower
0720-10-02,254.59,74.59,,,morning,False,lower
0720-10-03,266.78,86.78,艮,丙,morning,False,lower
0720-10-04,278.97,98.97,艮,丙,morning,False,lower
0720-10-05,291.17,111.17,,,morning,False,lower
0720-10-06,303.36,123.36,,,morning,False,lower
0720-10-07,315.55,135.55,坤,乙,morning,False,lower
0720-10-08,327.74,147.74,坤,乙,morning,False,lower
0720-10-09,339.93,159.93,坤,乙,morning,False,lower
0720-10-10,352.12,172.12,,,none,True,lower
0720-10-11,4.31,-175.69,,,none,True,upper
0720-10-12,16.5,-163.5,震,庚,evening,False,upper
0720-10-13,28.69,-151.31,震,庚,evening,False,upper
0720-10-14,40.88,-139.12,震,庚,evening,False,upper
0720-10-15,53.07,-126.93,,,evening,False,upper
0720-10-16,65.26,-114.74,,,evening,False,upper
0720-10-17,77.45,-102.55,兑,丁,evening,False,upper
0720-10-18,89.65,-90.35,兑,丁,evening,False,upper
0720-10-19,101.84,-78.16,兑,丁,evening,False,upper
0720-10-20,114.03,-65.97,,,evening,False,upper
0720-10-21,126.22,-53.78,,,evening,False,upper
0720-10-22,138.41,-41.59,,,evening,False,upper
0720-10-23,150.6,-29.4,,,evening,False,upper
0720-10-24,162.79,-17.21,,,evening,False,upper
0720-10-25,174.98,-5.02,乾,甲,both,True,upper
0720-10-26,187.17,7.17,乾,甲,both,True,lower
0720-10-27,199.36,19.36,,,morning,False,lower
0720-10-28,211.55,31.55,,,morning,False,lower
0720-10-29,223.74,43.74,巽,辛,morning,False,lower
0720-10-30,235.93,55.93,巽,辛,morning,False,lower
0720-10-31,248.13,68.13,,,morning,False,lower
0720-11-01,260.32,80.32,艮,丙,morning,False,lower
0720-11-02,272.51,92.51,艮,丙,morning,False,lower
0720-11-03,284.7,104.7,艮,丙,morning,False,lower
0720-11-04,296.89,116.89,,,morning,False,lower
0720-11-05,309.08,129.08,,,morning,False,lower
0720-11-06,321.27,141.27,坤,乙,morning,False,lower
0720-11-07,333.46,153.46,坤,乙,morning,False,lower
0720-11-08,345.65,165.65,,,morning,True,lower
0720-11-09,357.84,177.84,,,none,True,lower
0720-11-10,10.03,-169.97,,,evening,True,upper
0720-11-11,22.22,-157.78,震,庚,evening,False,upper
0720-11-12,34.41,-145.59,震,庚,evening,False,upper
0720-11-13,46.6,-133.4,,,evening,False,upper
0720-11-14,58.8,-121.2,,,evening,False,upper
0720-11-15,70.99,-109.01,,,evening,False,upper
0720-11-16,83.18,-96.82,兑,丁,evening,False,upper
0720-11-17,95.37,-84.63,兑,丁,evening,False,upper
0720-11-18,107.56,-72.44,,,evening,False,upper
0720-11-19,119.75,-60.25,,,evening,False,upper
0720-11-20,131.94,-48.06,,,evening,False,upper
0720-11-21,144.13,-35.87,,,evening,False,upper
0720-11-22,156.32,-23.68,,,evening,False,upper
0720-11-23,168.51,-11.49,乾,甲,evening,True,upper
0720-11-24,180.7,0.7,乾,甲,both,True,lower
0720-11-25,192.89,12.89,乾,甲,morning,True,lower
0720-11-26,205.08,25.08,,,morning,False,lower
0720-11-27,217.28,37.28,巽,辛,morning,False,lower
0720-11-28,229.47,49.47,巽,辛,morning,False,lower
0720-11-29,241.66,61.66,巽,辛,morning,False,lower
0720-11-30,253.85,73.85,,,morning,False,lower
0720-12-01,266.04,86.04,艮,丙,morning,False,lower
0720-12-02,278.23,98.23,艮,丙,morning,False,lower
0720-12-03,290.42,110.42,,,morning,False,lower
0720-12-04,302.61,122.61,,,morning,False,lower
0720-12-05,314.8,134.8,,,morning,False,lower
0720-12-06,326.99,146.99,坤,乙,morning,False,lower
0720-12-07,339.18,159.18,坤,乙,morning,False,lower
0720-12-08,351.37,171.37,,,none,True,lower
0720-12-09,3.56,-176.44,,,none,True,upper
0720-12-10,15.76,-164.24,震,庚,evening,False,upper
0720-12-11,27.95,-152.05,震,庚,evening,False,upper
0720-12-12,40.14,-139.86,震,庚,evening,False,upper
0720-12-13,52.33,-127.67,,,evening,False,upper
0720-12-14,64.52,-115.48,,,evening,False,upper
0720-12-15,76.71,-103.29,兑,丁,evening,False,upper
0720-12-16,88.9,-91.1,兑,丁,evening,False,upper
0720-12-17,101.09,-78.91,兑,丁,evening,False,upper
0720-12-18,113.28,-66.72,,,evening,False,upper
0720-12-19,125.47,-54.53,,,evening,False,upper
0720-12-20,137.66,-42.34,,,evening,False,upper
0720-12-21,149.85,-30.15,,,evening,False,upper
0720-12-22,162.04,-17.96,,,evening,False,upper
0720-12-23,174.23,-5.77,乾,甲,both,True,upper
0720-12-24,186.43,6.43,乾,甲,both,True,lower
0720-12-25,198.62,18.62,,,morning,False,lower
0720-12-26,210.81,30.81,,,morning,False,lower
0720-12-27,223.0,43.0,巽,辛,morning,False,lower
0720-12-28,235.19,55.19,巽,辛,morning,False,lower
0720-12-29,247.38,67.38,,,morning,False,lower
0720-12-30,259.57,79.57,艮,丙,morning,False,lower
0720-12-31,271.76,91.76,艮,丙,morning,False,lower
0721-01-01,283.95,103.95,艮,丙,morning,False,lower
0721-01-02,296.14,116.14,,,morning,False,lower
0721-01-03,308.33,128.33,,,morning,False,lower
0721-01-04,320.52,140.52,坤,乙,morning,False,lower
0721-01-05,332.71,152.71,坤,乙,morning,False,lower
0721-01-06,344.91,164.91,坤,乙,morning,False,lower
0721-01-07,357.1,177.1,,,none,True,lower
0721-01-08,9.29,-170.71,,,none,True,upper
0721-01-09,21.48,-158.52,震,庚,evening,False,upper
0721-01-10,33.67,-146.33,震,庚,evening,False,upper
0721-01-11,45.86,-134.14,,,evening,False,upper
0721-01-12,58.05,-121.95,,,evening,False,upper
0721-01-13,70.24,-109.76,,,evening,False,upper
0721-01-14,82.43,-97.57,兑,丁,evening,False,upper
0721-01-15,94.62,-85.38,兑,丁,evening,False,upper
0721-01-16,106.81,-73.19,,,evening,False,upper
0721-01-17,119.0,-61.0,,,evening,False,upper
0721-01-18,131.19,-48.81,,,evening,False,upper
0721-01-19,143.39,-36.61,,,evening,False,upper
0721-01-20,155.58,-24.42,,,evening,False,upper
0721-01-21,167.77,-12.23,乾,甲,evening,True,upper
0721-01-22,179.96,-0.04,乾,甲,both,True,upper
0721-01-23,192.15,12.15,乾,甲,morning,True,lower
0721-01-24,204.34,24.34,,,morning,False,lower
0721-01-25,216.53,36.53,巽,辛,morning,False,lower
0721-01-26,228.72,48.72,巽,辛,morning,False,lower
0721-01-27,240.91,60.91,巽,辛,morning,False,lower
0721-01-28,253.1,73.1,,,morning,False,lower
0721-01-29,265.29,85.29,艮,丙,morning,False,lower
0721-01-30,277.48,97.48,艮,丙,morning,False,lower
0721-01-31,289.67,109.67,,,morning,False,lower
0721-02-01,301.87,121.87,,,morning,False,lower
0721-02-02,314.06,134.06,,,morning,False,lower
0721-02-03,326.25,146.25,坤,乙,morning,False,lower
0721-02-04,338.44,158.44,坤,乙,morning,False,lower
0721-02-05,350.63,170.63,,,none,True,lower
0721-02-06,2.82,-177.18,,,none,True,upper
0721-02-07,15.01,-164.99,震,庚,evening,False,upper
0721-02-08,27.2,-152.8,震,庚,evening,False,upper
0721-02-09,39.39,-140.61,震,庚,evening,False,upper
0721-02-10,51.58,-128.42,,,evening,False,upper
0721-02-11,63.77,-116.23,,,evening,False,upper
0721-02-12,75.96,-104.04,兑,丁,evening,False,upper
0721-02-13,88.15,-91.85,兑,丁,evening,False,upper
0721-02-14,100.34,-79.66,兑,丁,evening,False,upper
0721-02-15,112.54,-67.46,,,evening,False,upper
0721-02-16,124.73,-55.27,,,evening,False,upper
0721-02-17,136.92,-43.08,,,evening,False,upper
0721-02-18,149.11,-30.89,,,evening,False,upper
0721-02-19,161.3,-18.7,,,evening,False,upper
0721-02-20,173.49,-6.51,乾,甲,both,True,upper
0721-02-21,185.68,5.68,乾,甲,both,True,lower
0721-02-22,197.87,17.87,,,morning,False,lower
0721-02-23,210.06,30.06,,,morning,False,lower
0721-02-24,222.25,42.25,巽,辛,morning,False,lower
0721-02-25,234.44,54.44,巽,辛,morning,False,lower
0721-02-26,246.63,66.63,,,morning,False,lower
0721-02-27,258.82,78.82,艮,丙,morning,False,lower
0721-02-28,271.02,91.02,艮,丙,morning,False,lower
0721-03-01,283.21,103.21,艮,丙,morning,False,lower
0721-03-02,295.4,115.4,,,morning,False,lower
0721-03-03,307.59,127.59,,,morning,False,lower
0721-03-04,319.78,139.78,坤,乙,morning,False,lower
0721-03-05,331.97,151.97,坤,乙,morning,False,lower
0721-03-06,344.16,164.16,坤,乙,morning,False,lower
0721-03-07,356.35,176.35,,,none,True,lower
0721-03-08,8.54,-171.46,,,none,True,upper
0721-03-09,20.73,-159.27,震,庚,evening,False,upper
0721-03-10,32.92,-147.08,震,庚,evening,False,upper
0721-03-11,45.11,-134.89,,,evening,False,upper
0721-03-12,57.3,-122.7,,,evening,False,upper
0721-03-13,69.5,-110.5,,,evening,False,upper
0721-03-14,81.69,-98.31,兑,丁,evening,False,upper
0721-03-15,93.88,-86.12,兑,丁,evening,False,upper
0721-03-16,106.07,-73.93,,,evening,False,upper
0721-03-17,118.26,-61.74,,,evening,False,upper
0721-03-18,130.45,-49.55,,,evening,False,upper
0721-03-19,142.64,-37.36,,,evening,False,upper
0721-03-20,154.83,-25.17,,,evening,False,upper
0721-03-21,167.02,-12.98,乾,甲,evening,True,upper
0721-03-22,179.21,-0.79,乾,甲,both,True,upper
0721-03-23,191.4,11.4,乾,甲,morning,True,lower
0721-03-24,203.59,23.59,,,morning,False,lower
0721-03-25,215.78,35.78,巽,辛,morning,False,lower
0721-03-26,227.97,47.97,巽,辛,morning,False,lower
0721-03-27,240.17,60.17,巽,辛,morning,False,lower
0721-03-28,252.36,72.36,,,morning,False,lower
0721-03-29,264.55,84.55,艮,丙,morning,False,lower
0721-03-30,276.74,96.74,艮,丙,morning,False,lower
0721-03-31,288.93,108.93,,,morning,False,lower
0721-04-01,301.12,121.12,,,morning,False,lower
0721-04-02,313.31,133.31,,,morning,False,lower
0721-04-03,325.5,145.5,坤,乙,morning,False,lower
0721-04-04,337.69,157.69,坤,乙,morning,False,lower
0721-04-05,349.88,169.88,,,morning,True,lower
0721-04-06,2.07,-177.93,,,none,True,upper
0721-04-07,14.26,-165.74,,,evening,True,upper
0721-04-08,26.45,-153.55,震,庚,evening,False,upper
0721-04-09,38.65,-141.35,震,庚,evening,False,upper
0721-04-10,50.84,-129.16,,,evening,False,upper
0721-04-11,63.03,-116.97,,,evening,False,upper
0721-04-12,75.22,-104.78,兑,丁,evening,False,upper
0721-04-13,87.41,-92.59,兑,丁,evening,False,upper
0721-04-14,99.6,-80.4,兑,丁,evening,False,upper
0721-04-15,111.79,-68.21,,,evening,False,upper
0721-04-16,123.98,-56.02,,,evening,False,upper
0721-04-17,136.17,-43.83,,,evening,False,upper
0721-04-18,148.36,-31.64,,,evening,False,upper
0721-04-19,160.55,-19.45,,,evening,False,upper
0721-04-20,172.74,-7.26,乾,甲,both,True,upper
0721-04-21,184.93,4.93,乾,甲,both,True,lower
0721-04-22,197.13,17.13,,,morning,False,lower
0721-04-23,209.32,29.32,,,morning,False,lower
0721-04-24,221.51,41.51,巽,辛,morning,False,lower
0721-04-25,233.7,53.7,巽,辛,morning,False,lower
0721-04-26,245.89,65.89,,,morning,False,lower
0721-04-27,258.08,78.08,艮,丙,morning,False,lower
0721-04-28,270.27,90.27,艮,丙,morning,False,lower
0721-04-29,282.46,102.46,艮,丙,morning,False,lower
0721-04-30,294.65,114.65,,,morning,False,lower
0721-05-01,306.84,126.84,,,morning,False,lower
0721-05-02,319.03,139.03,坤,乙,morning,False,lower
0721-05-03,331.22,151.22,坤,乙,morning,False,lower
0721-05-04,343.41,163.41,坤,乙,morning,False,lower
0721-05-05,355.6,175.6,,,none,True,lower
0721-05-06,7.8,-172.2,,,none,True,upper
0721-05-07,19.99,-160.01,震,庚,evening,False,upper
0721-05-08,32.18,-147.82,震,庚,evening,False,upper
0721-05-09,44.37,-135.63,震,庚,evening,False,upper
0721-05-10,56.56,-123.44,,,evening,False,upper
0721-05-11,68.75,-111.25,,,evening,False,upper
0721-05-12,80.94,-99.06,兑,丁,evening,False,upper
0721-05-13,93.13,-86.87,兑,丁,evening,False,upper
0721-05-14,105.32,-74.68,,,evening,False,upper
0721-05-15,117.51,-62.49,,,evening,False,upper
0721-05-16,129.7,-50.3,,,evening,False,upper
0721-05-17,141.89,-38.11,,,evening,False,upper
0721-05-18,154.08,-25.92,,,evening,False,upper
0721-05-19,166.28,-13.72,乾,甲,evening,True,upper
0721-05-20,178.47,-1.53,乾,甲,both,True,upper
0721-05-21,190.66,10.66,乾,甲,morning,True,lower
0721-05-22,202.85,22.85,,,morning,False,lower
0721-05-23,215.04,35.04,巽,辛,morning,False,lower
0721-05-24,227.23,47.23,巽,辛,morning,False,lower
